Inserted 100000 prefixes into trie
match rule 69841, reject
match rule 55307, permit
match rule 8053, permit
match rule 775, reject
match rule 17353, reject
match rule 13219, reject
match rule 78535, permit
match rule 15182, permit
match rule 57214, reject
match rule 47055, permit
match rule 24751, reject
match rule 67900, permit
match rule 55228, permit
match rule 40904, permit
match rule 64718, reject
match rule 8533, reject
match rule 60661, reject
match rule 80386, permit
match rule 35044, permit
match rule 52516, reject
match rule 13871, reject
match rule 5923, permit
match rule 62628, reject
match rule 28106, permit
match rule 29786, permit
match rule 42656, reject
match rule 16829, reject
match rule 84999, permit
match rule 60814, permit
match rule 59207, reject
match rule 15698, reject
match rule 8528, permit
match rule 74205, permit
match rule 42179, permit
match rule 23077, permit
match rule 75031, permit
match rule 28498, permit
match rule 17434, permit
match rule 23447, permit
match rule 23349, permit
match rule 29917, reject
match rule 50376, permit
match rule 53331, reject
match rule 25753, reject
match rule 16294, permit
match rule 23447, permit
match rule 13800, permit
match rule 23070, permit
match rule 34208, permit
match rule 70598, reject
match rule 51521, reject
match rule 10079, permit
match rule 29931, permit
match rule 13801, reject
match rule 8177, reject
match rule 56020, permit
match rule 29963, reject
match rule 85117, permit
match rule 72585, reject
match rule 8116, reject
match rule 39960, permit
match rule 16556, permit
match rule 12789, permit
match rule 8528, permit
match rule 34385, permit
match rule 63311, reject
match rule 42179, permit
match rule 48558, permit
match rule 36070, reject
match rule 4935, reject
match rule 34255, reject
match rule 65738, reject
match rule 70422, permit
match rule 34, permit
match rule 57227, permit
match rule 26035, permit
match rule 25870, permit
match rule 12657, reject
match rule 75185, permit
match rule 56960, reject
match rule 19747, reject
match rule 59556, reject
match rule 46605, reject
match rule 3823, reject
match rule 71568, permit
match rule 31908, permit
match rule 44324, reject
match rule 29792, permit
match rule 23760, permit
match rule 26487, reject
match rule 75585, permit
match rule 26229, reject
match rule 7120, permit
match rule 80002, permit
match rule 27488, permit
match rule 10245, permit
match rule 55254, reject
match rule 14539, reject
match rule 33406, reject
match rule 27337, reject
match rule 50454, permit
match rule 61038, permit
match rule 73139, reject
match rule 47903, reject
match rule 28753, reject
match rule 80260, permit
match rule 58316, permit
match rule 84273, reject
match rule 1860, reject
match rule 42748, permit
match rule 23994, reject
match rule 40834, permit
match rule 16974, permit
match rule 22874, reject
match rule 46231, permit
match rule 48752, reject
match rule 2165, permit
match rule 56818, reject
match rule 79499, permit
match rule 47224, permit
match rule 54929, permit
match rule 22239, reject
match rule 26146, reject
match rule 37045, permit
match rule 13692, reject
match rule 76843, reject
match rule 2335, permit
match rule 45757, reject
match rule 18334, permit
match rule 64520, reject
match rule 32856, permit
match rule 24486, permit
match rule 6502, reject
match rule 51075, permit
match rule 11005, permit
match rule 9639, permit
match rule 13794, permit
match rule 19919, permit
match rule 39252, reject
match rule 62628, reject
match rule 7893, permit
match rule 51886, permit
match rule 46020, permit
match rule 433, reject
match rule 42922, permit
match rule 15919, reject
match rule 43040, reject
match rule 15693, reject
match rule 46258, reject
match rule 59373, reject
match rule 73569, permit
match rule 80833, reject
match rule 31405, reject
match rule 14598, reject
match rule 3409, reject
match rule 5921, reject
match rule 24463, reject
match rule 61057, permit
match rule 67026, permit
match rule 85279, permit
match rule 39010, permit
match rule 23747, permit
match rule 50396, reject
match rule 3240, permit
match rule 46497, permit
match rule 13282, reject
match rule 33944, reject
match rule 59321, reject
match rule 40351, reject
match rule 18190, permit
match rule 41081, permit
match rule 9364, permit
match rule 25105, reject
match rule 10413, reject
match rule 42179, permit
match rule 23434, reject
match rule 71655, reject
match rule 48925, reject
match rule 26235, reject
match rule 42226, permit
match rule 9954, reject
match rule 53655, reject
match rule 63336, permit
match rule 15403, reject
match rule 15303, permit
match rule 3529, permit
match rule 31630, reject
match rule 33143, reject
match rule 2050, reject
match rule 9097, reject
match rule 53458, reject
match rule 62256, reject
match rule 23676, permit
match rule 14552, reject
match rule 64183, reject
match rule 17833, permit
match rule 59479, reject
match rule 79480, permit
match rule 36348, permit
match rule 63340, reject
match rule 48925, reject
match rule 55850, reject
match rule 28302, reject
match rule 23664, reject
match rule 27210, reject
match rule 35343, reject
match rule 37611, reject
match rule 16276, reject
match rule 8078, reject
match rule 6971, permit
match rule 34361, reject
match rule 24544, reject
match rule 28753, reject
match rule 74738, reject
match rule 50614, reject
match rule 52396, reject
match rule 60661, reject
match rule 5121, permit
match rule 40948, permit
match rule 73908, permit
match rule 2937, permit
match rule 4552, reject
match rule 45291, reject
match rule 31039, permit
match rule 34743, permit
match rule 2939, reject
match rule 30599, reject
match rule 76054, permit
match rule 56586, reject
match rule 29769, reject
match rule 15293, permit
match rule 46481, permit
match rule 46134, permit
match rule 7878, reject
match rule 10310, reject
match rule 28731, reject
match rule 13523, permit
match rule 49686, permit
match rule 15957, reject
match rule 34006, permit
match rule 4181, permit
match rule 54352, reject
match rule 5287, permit
match rule 44793, reject
match rule 21467, reject
match rule 40033, permit
match rule 25971, reject
match rule 9973, permit
match rule 5341, reject
match rule 11671, reject
match rule 64743, reject
match rule 3856, reject
match rule 33990, reject
match rule 42668, reject
match rule 61533, reject
match rule 12856, reject
match rule 56373, reject
match rule 20034, reject
match rule 7207, reject
match rule 68510, permit
match rule 40874, permit
match rule 30764, reject
match rule 6587, reject
match rule 16597, permit
match rule 38012, reject
match rule 46446, permit
match rule 57529, reject
match rule 12383, reject
match rule 42748, permit
match rule 6774, reject
match rule 23790, permit
match rule 36706, reject
match rule 69618, permit
match rule 2282, permit
match rule 48098, reject
match rule 67684, permit
match rule 79060, reject
match rule 30677, permit
match rule 30612, reject
match rule 63570, permit
match rule 11928, reject
match rule 33561, permit
match rule 17124, reject
match rule 29939, reject
match rule 85603, reject
match rule 15013, reject
match rule 38785, permit
match rule 48579, reject
match rule 7718, permit
match rule 52754, permit
match rule 28323, permit
match rule 11515, permit
match rule 49988, reject
match rule 15080, permit
match rule 5939, permit
match rule 71931, reject
match rule 19283, reject
match rule 50541, reject
match rule 14893, permit
match rule 31908, permit
match rule 26910, reject
match rule 89292, reject
match rule 31091, permit
match rule 7718, permit
match rule 29427, reject
match rule 42664, permit
match rule 30101, reject
match rule 63215, permit
match rule 22357, permit
match rule 12135, permit
match rule 3216, permit
match rule 35225, permit
match rule 62628, reject
match rule 26487, reject
match rule 90850, permit
match rule 2155, permit
match rule 39089, reject
match rule 33065, permit
match rule 56945, permit
match rule 10002, reject
match rule 66744, reject
match rule 20301, reject
match rule 47337, permit
match rule 59581, reject
match rule 26858, reject
match rule 71125, permit
match rule 8014, reject
match rule 67351, permit
match rule 40204, reject
match rule 6361, reject
match rule 77336, reject
match rule 32531, permit
match rule 76927, reject
match rule 57065, reject
match rule 39613, reject
match rule 67529, permit
match rule 61076, permit
match rule 73601, reject
match rule 32088, reject
match rule 55656, permit
match rule 30977, permit
match rule 60814, permit
match rule 18324, reject
match rule 75618, permit
match rule 63971, reject
match rule 63934, reject
match rule 70872, permit
match rule 16225, reject
match rule 15957, reject
match rule 1144, permit
match rule 27834, reject
match rule 36595, permit
match rule 84531, reject
match rule 39142, permit
match rule 23072, reject
match rule 5294, permit
match rule 57070, reject
match rule 43505, permit
match rule 27621, permit
match rule 25237, permit
match rule 40874, permit
match rule 39660, reject
match rule 30756, reject
match rule 45513, permit
match rule 66435, reject
match rule 50780, reject
match rule 64743, reject
match rule 75811, reject
match rule 3156, permit
match rule 13801, reject
match rule 42006, reject
match rule 8810, reject
match rule 39812, reject
match rule 44163, permit
match rule 87816, permit
match rule 5663, reject
match rule 10297, reject
match rule 84327, permit
match rule 23244, reject
match rule 56459, reject
match rule 31112, reject
match rule 9360, permit
match rule 45793, permit
match rule 833, permit
match rule 17434, permit
match rule 42226, permit
match rule 39943, reject
match rule 14788, reject
match rule 45758, permit
match rule 18009, permit
match rule 28674, reject
match rule 72732, permit
match rule 10521, permit
match rule 72576, reject
match rule 23716, reject
match rule 79338, permit
match rule 22429, reject
match rule 40841, reject
match rule 77883, permit
match rule 46331, reject
match rule 40492, permit
match rule 10480, reject
match rule 80899, reject
match rule 7457, reject
match rule 32280, reject
match rule 51088, reject
match rule 32371, reject
match rule 25623, reject
match rule 5587, permit
match rule 63904, reject
match rule 40635, permit
match rule 11000, permit
match rule 36778, reject
match rule 42226, permit
